"x"
"73"	"Prosthennops xiphodonticus"
"74"	"Cosoryx wilsoni"
"75"	"Aelurodon asthenostylus"
"76"	"Hesperhys antiquus"
"77"	"Anchitherium clarencei"
"78"	"Hypohippus pertinax"
"79"	"Priusaulax senrudi"
"80"	"Daphoenodon niobrarensis"
"81"	"Proheteromys sulculus"
"82"	"Merychippus quintus"
"83"	"Protolabis saxeus"
"84"	"Brachyerix richi"
"85"	"Monosaulax tedi"
"86"	"Merycodus minor"
"87"	"Sciurion campestre"
"88"	"Merycodus warreni"
"89"	"Domninoides valentinensis"
"90"	"Schaubeumys cartomylos"
"91"	"Parapliosaccomys annae"
"92"	"Ustatochoerus major"
"93"	"Tetrabelodon osborni"
"94"	"Ustatochoerus medius"
"95"	"Amphimachairodus coloradensis"
"96"	"Barbourofelis loveorum"
"97"	"Nimravides thinobates"
"98"	"Gomphotherium obscurum"
"99"	"Pseudhipparion gratum"
"100"	"Nothodipoides planus"
"101"	"Martes campestris"
"102"	"Pliauchenia magnifontis"
"103"	"Domninoides mimicus"
"104"	"Parapliosaccomys hibbardi"
"105"	"Copemys pisinnus"
"106"	"Thinobadistes wetzeli"
"107"	"Felis rexroadensis"
"108"	"Protherohyus brachydontus"
"109"	"Pseudhipparion simpsoni"
"110"	"Pseudhipparion retrusum"
"111"	"Prodipoides dividerus"
"112"	"Diprionomys agrarius"
"113"	"Anouroneomys magnus"
"114"	"Mylagaulus cambridgensis"
"115"	"Hesperoscalops ruficervus"
"116"	"Progeomys sulcatus"
"117"	"Bensonomys coffeyi"
"118"	"Nimravides hibbardi"
"119"	"Pseudhipparion hessei"
"120"	"Prodipoides burgensis"
"121"	"Hesperoscalops mcgrewi"
"122"	"Ceratogaulus hatcheri"
"123"	"Arctomys vetus"
"124"	"Neotoma sawrockensis"
"125"	"Pseudhipparion skinneri"
"126"	"Platygonus pollenae"
"127"	"Tamias ateles"
"128"	"Skinnerhyus shermerorum"
"129"	"Pseudaelurus intrepidus"
"130"	"Mookomys altifluminis"
"131"	"Pseudaelurus marshi"
"132"	"Pseudaelurus stouti"
"133"	"Sorex yatkolai"
"134"	"Longirostromeryx clarendonensis"
"135"	"Marmota nevadensis"
"136"	"Prosomys mimus"
"137"	"Platybelodon loomisi"
"138"	"Perognathus coquorum"
"139"	"Temperocastor valentinensis"
"140"	"Tapirus polkensis"
"141"	"Peridiomys borealis"
"142"	"Martes parviloba"
"143"	"Nimravides pedionomus"
"144"	"Macrognathomys gemmacolis"
"145"	"Geomys adamsi"
"146"	"Ogmodontomys pipecreekensis"
"147"	"Pliophenacomys koenigswaldi"
"148"	"Bensonomys hershkovitzi"
"149"	"Dipoides wilsoni"
"150"	"Antecalomys phthanus"
"151"	"Copemys shotwelli"
"152"	"Canis lepophagus"
"153"	"Cupidinimus smaragdinus"
"154"	"Ustatochoerus skinneri"
"155"	"Ceratogaulus minor"
"156"	"Prodipoides phillisi"
"157"	"Petenyia concisa"
"158"	"Myotis yumanensis"
"159"	"Merycodus major"
"160"	"Gaillardia thomsoni"
"161"	"Pseudhipparion curtivallum"
"162"	"Megantereon hesperus"
"163"	"Yumaceras hamiltoni"
"164"	"Amphicyon pontoni"
"165"	"Sphenophalos garciae"
"166"	"Amphicyon longiramus"
"167"	"Marshochoerus socialis"
"168"	"Parietobalaena palmeri"
"169"	"Urocyon webbi"
"170"	"Floridameryx floridanus"
"171"	"Blancotherium buckneri"
"172"	"Ticholeptus rileyi"
"173"	"Osbornodon scitulus"
"174"	"Amphimachairodus alvarezi"
"175"	"Rhynchotherium blicki"
"176"	"Plionictis oaxacaensis"
"177"	"Parapaenemarmota pattersoni"
"178"	"Spermophilus matachicensis"
"179"	"Prosigmodon ferrusquiai"
"180"	"Cuvieronius tropicus"
"181"	"Geomys carranzai"
"182"	"Antecalomys valensis"
"183"	"Leptodontomys russelli"
"184"	"Perognathus saskatchewanensis"
"185"	"Perognathoides kleinfelderi"
"186"	"Pseudaelurus aeluroides"
"187"	"Mastodon proavus"
"188"	"Mookomys formicarum"
"189"	"Perognathoides eurekensis"
"190"	"Martes kinseyi"
"191"	"Pliohippus spectans"
"192"	"Cupidinimus magnus"
"193"	"Eurybelodon shoshanii"
"194"	"Anouroneomys minimus"
"195"	"Scapanus shultzi"
"196"	"Peromyscus dentalis"
"197"	"Mammut furlongi"
"198"	"Prodipoides lecontei"
"199"	"Perognathoides quartus"
"200"	"Parapliosaccomys transversus"
"201"	"Mystipterus pacificus"
"202"	"Paronychomys shotwelli"
"203"	"Neotamias malloryi"
"204"	"Oregonomys pebblespringsensis"
"205"	"Basirepomys pliocenicus"
"206"	"Plionictis oregonensis"
"207"	"Arctomyoides oregonensis"
"208"	"Neurotrichus columbianus"
"209"	"Lynx longignathus"
"210"	"Platygonus brachirostris"
"211"	"Protospermophilus tephrus"
"212"	"Leptodontomys quartzi"
"213"	"Peridiomys oregonensis"
"214"	"Amphicyon riggsi"
"215"	"Citellus gidleyi"
"216"	"Basirepomys romensis"
"217"	"Paracryptotis rex"
"218"	"Plithocyon ursinus"
"219"	"Martes gazini"
"220"	"Citellus argonautus"
"221"	"Merycodus hookwayi"
"222"	"Indarctos nevadensis"
"223"	"Cosoryx cerroensis"
"224"	"Pliohippus tehonensis"
"225"	"Lanthanotherium sawini"
"226"	"Woodburnehyus grenaderae"
"227"	"Stenomylus taylori"
"228"	"Trogomys rupinimenthae"
"229"	"Merychippus stevensi"
"230"	"Leptodontomys stirtoni"
"231"	"Protolabis yavapaiensis"
"232"	"Lanthanotherium dehmi"
"233"	"Merycodus joraki"
"234"	"Titanotylopus nebraskensis"
"235"	"Tayassu edensis"
"236"	"Rhynchotherium falconeri"
"237"	"Pseudaelurus validus"
"238"	"Yumaceras ruminalis"
"239"	"Miotomodon mayi"
"240"	"Michenia mudhillsensis"
"241"	"Kansasimys wilsoni"
"242"	"Antecalomys vasquezi"
"243"	"Protohippus tantalus"
"244"	"Floridameryx klausi"
"245"	"Merycodus crucensis"
"246"	"Martinogale chisoensis"
"247"	"Boreohippidion galushai"
"248"	"Afrocyon ginsburgi"
"249"	"Ceratotherium simum"
"250"	"Hylochoerus euilus"
"251"	"Palaeoloxodon recki"
"252"	"Primelephas korotorensis"
"253"	"Sivatherium maurusium"
"254"	"Paracolobus chemeroni"
"255"	"Stegodibelodon schneideri"
"256"	"Mesembriportax acrae"
"257"	"Sus waylandi"
"258"	"Homiphoca capensis"
"259"	"Parahyaena brunnea"
"260"	"Eurygnathohippus albertense"
"261"	"Orycteropus afer"
"262"	"Caracal caracal"
"263"	"Tragelaphus angasii"
"264"	"Tragelaphus strepsiceros"
"265"	"Parmularius angusticornis"
"266"	"Equus capensis"
"267"	"Redunca ancystrocera"
"268"	"Giraffa stillei"
"269"	"Australopithecus africanus"
"270"	"Pseudotragus gentryi"
"271"	"Microcolobus tugenensis"
"272"	"Hexaprotodon imaguncula"
"273"	"Diceratherium radtkei"
"274"	"Ekembo nyanzae"
"275"	"Afrotragulus parvus"
"276"	"Komba winamensis"
"277"	"Damalacra neanica"
"278"	"Connochaetes taurina"
"279"	"Gazella praethomsoni"
"280"	"Mellivora capensis"
"281"	"Damalacra acalla"
"282"	"Praeanthropus africanus"
"283"	"Libycosaurus anisae"
"284"	"Paratamias tarassus"
"285"	"Nannippus peninsulatus"
"286"	"Phiomys andrewsi"
"287"	"Adilophontes brachykolos"
"288"	"Masritherium aequatorialis"
"289"	"Zygolophodon morotoensis"
"290"	"Ektopodon stirtoni"
"291"	"Wynyardia bassiana"
"292"	"Muramura williamsi"
"293"	"Hypsiprymnodon bartholomaii"
"294"	"Imagotaria downsi"
"295"	"Neosqualodon assenzae"
"296"	"Squalodon bariensis"
"297"	"Squalodon dalpiazi"
"298"	"Propotamochoerus devauxi"
"299"	"Kowalskia intermedia"
"300"	"Neocricetodon fahlbuschi"
"301"	"Lantanotherium sansaniensis"
"302"	"Democricetodon minor"
"303"	"Ekorus ekakeran"
"304"	"Elephas nawataensis"
"305"	"Pecarichoerus africanus"
"306"	"Cercopithecoides kerioensis"
"307"	"Angustidens excultus"
"308"	"Tranatocetus argillarius"
"309"	"Tetrabelodon angustidens"
"310"	"Mimomys occitanus"
"311"	"Hipparion crassum"
"312"	"Bunolistriodon minheensis"
"313"	"Litodonomys lajeensis"
"314"	"Yindirtemys suni"
"315"	"Tachyoryctoides pachygnatus"
"316"	"Oioceros xiejiaensis"
"317"	"Muscardinus crusafonti"
"318"	"Neocricetodon occidentalis"
"319"	"Hipparion periafricanum"
"320"	"Myomimus aquatilis"
"321"	"Machairodus catocopis"
"322"	"Bassaricyonoides phyllismillerae"
"323"	"Edaphocyon palmeri"
"324"	"Parapotos tedfordi"
"325"	"Cricetodon decedens"
"326"	"Myomimus multicrestatus"
"327"	"Maremmia haupti"
"328"	"Kampholophos serrulus"
"329"	"Dioplotherium manigaulti"
"330"	"Dibolia pontica"
"331"	"Hadrodelphis calvertense"
"332"	"Macrokentriodon morani"
"333"	"Hapalops angustipalatus"
"334"	"Peridyromys hamadryas"
"335"	"Alicornops alfambrense"
"336"	"Dicerorhinus cixianensis"
"337"	"Oioceros robustus"
"338"	"Oioceros stenocephalus"
"339"	"Dusisiren jordani"
"340"	"Vanderhoofius coalingensis"
"341"	"Paleoparadoxia tabatai"
"342"	"Cervus pyrenaicus"
"343"	"Oioceros lishanensis"
"344"	"Dzungariotherium orgosensis"
"345"	"Caementodon fangxianense"
"346"	"Hipparion weihoense"
"347"	"Pliopithecus zhanxiangi"
"348"	"Dicoryphochoerus medius"
"349"	"Prosqualodon australis"
"350"	"Pomatodelphis inaequalis"
"351"	"Pomatodelphis bobengi"
"352"	"Parapontoporia pacifica"
"353"	"Piscolithax tedfordi"
"354"	"Piscolithax boreios"
"355"	"Denebola brachycephala"
"356"	"Albireo whistleri"
"357"	"Squalodon calvertensis"
"358"	"Phocageneus venustus"
"359"	"Zarhachis flagellator"
"360"	"Leptophoca proxima"
"361"	"Ninoziphius platyrostris"
"362"	"Atocetus nasalis"
"363"	"Goniodelphis hudsoni"
"364"	"Ontocetus emmonsi"
"365"	"Kogiopsis floridana"
"366"	"Metaxytherium floridanum"
"367"	"Squaloziphius emlongi"
"368"	"Lonchodelphis occiduus"
"369"	"Piscolithax longirostris"
"370"	"Pliopontos littoralis"
"371"	"Odobenocetops peruvianus"
"372"	"Albicetus oxymycterus"
"373"	"Incacetus broggii"
"374"	"Scaphokogia cochlearis"
"375"	"Australithax intermedia"
"376"	"Brachydelphis mazeasi"
"377"	"Atocetus iquensis"
"378"	"Belonodelphis peruanus"
"379"	"Megaptera miocaena"
"380"	"Kentriodon pernix"
"381"	"Xiphiacetus bossi"
"382"	"Idiophyseter merriami"
"383"	"Cetotherium furlongi"
"384"	"Aulophyseter morricei"
"385"	"Nannocetus eremus"
"386"	"Pelocetus calvertensis"
"387"	"Messapicetus longirostris"
"388"	"Vanbreenia trigonia"
"389"	"Diorocetus hiatus"
"390"	"Atlanticetus patulus"
"391"	"Liolithax pappus"
"392"	"Tangaroasaurus kakanuiensis"
"393"	"Phocaenopsis mantelli"
"394"	"Prosqualodon davidis"
"395"	"Notocetus vanbenedeni"
"396"	"Salumiphocaena stocktoni"
"397"	"Desmostylus japonicus"
"398"	"Tiphyocetus temblorensis"
"399"	"Peripolocetus vexillifer"
"400"	"Parietobalaena securis"
"401"	"Liolithax kernensis"
"402"	"Oedolithax mira"
"403"	"Lamprolithax simulans"
"404"	"Lamprolithax annectens"
"405"	"Nannolithax gracilis"
"406"	"Platylithax robusta"
"407"	"Loxolithax sinuosa"
"408"	"Kentriodon obscurus"
"409"	"Thalassoleon mexicanus"
"410"	"Aivukus cedrosensis"
"411"	"Lophocetus repenningi"
"412"	"Diaphorocetus poucheti"
"413"	"Parapontoporia wilsoni"
"414"	"Miokogia elongatus"
"415"	"Preaulophyseter gualichensis"
"416"	"Parabalaenoptera baulinensis"
"417"	"Isanacetus laticephalus"
"418"	"Lartetomys zapfei"
"419"	"Amphimoschus pontileviensis"
"420"	"Kentriodon fuchsii"
"421"	"Squalodon bellunensis"
"422"	"Scaldicetus grandis"
"423"	"Ziphiodelphis abeli"
"424"	"Protodelphinus capellinii"
"425"	"Idiorophus bolzanensis"
"426"	"Plesiocetus dyticus"
"427"	"Morenocetus parvus"
"428"	"Delphinavus newhalli"
"429"	"Scaldicetus caretti"
"430"	"Mesoplodon longirostris"
"431"	"Belemnoziphius compressus"
"432"	"Imerodelphis thabagarii"
"433"	"Imerocetus karaganicus"
"434"	"Kurdalagonus maicopicum"
"435"	"Eoplatanista italica"
"436"	"Dalpiazina ombonii"
"437"	"Ziphirostrum turninense"
"438"	"Ziphirostrum marginatum"
"439"	"Aporotus recurvirostris"
"440"	"Aporotus dicyrtus"
"441"	"Ziphirostrum recurvus"
"442"	"Eurhinodelphis longirostris"
"443"	"Phocaenopsis scheynensis"
"444"	"Pithanodelphis cornutus"
"445"	"Scaldicetus antwerpiensis"
"446"	"Thalassocetus antwerpiensis"
"447"	"Protophocaena minima"
"448"	"Piscobalaena nana"
"449"	"Hemisyntrachelus oligodon"
"450"	"Hoplocetus crassidens"
"451"	"Palaeophocaena andrussowi"
"452"	"Delphinus brevidens"
"453"	"Squalodon catulli"
"454"	"Squalodelphis fabianii"
"455"	"Scaldicetus bellunensis"
"456"	"Ziphiodelphis sigmoideus"
"457"	"Mycteriacetus bellunensis"
"458"	"Eoplatanista gresalensis"
"459"	"Democricetodon similis"
"460"	"Hemimastodon annectens"
"461"	"Scaldicetus perpinguis"
"462"	"Scaldicetus inflatus"
"463"	"Globicephala uncidens"
"464"	"Squalodon imperator"
"465"	"Neosqualodon gastaldii"
"466"	"Xiphiacetus cristatus"
"467"	"Squalodon melitensis"
"468"	"Squalodon servatus"
"469"	"Squalodon molassicus"
"470"	"Squalodon zitteli"
"471"	"Delphinodon dividum"
"472"	"Ankylorhiza tiedemani"
"473"	"Physeterula dubusi"
"474"	"Eosqualodon latirostris"
"475"	"Titanocetus sammarinensis"
"476"	"Leptodelphis stavropolitanus"
"477"	"Otradnocetus virodovi"
"478"	"Dicotyles protervus"
"479"	"Eudelphis mortezelensis"
"480"	"Heterocetus brevifrons"
"481"	"Hydrodamalis cuestae"
"482"	"Scaldicetus macgeei"
"483"	"Allodesmus packardi"
"484"	"Zygomaturus gilli"
"485"	"Obdurodon insignis"
"486"	"Raemeotherium yatkolai"
"487"	"Madakoala devisi"
"488"	"Madakoala wellsi"
"489"	"Pildra antiquus"
"490"	"Pildra secundus"
"491"	"Miralina minor"
"492"	"Mammut americanum"
"493"	"Eurhinodelphis cocheteuxi"
"494"	"Amphicetus later"
"495"	"Cephalotropis coronatus"
"496"	"Isocetus depauwi"
"497"	"Phococetus vasconum"
"498"	"Anacharsis orbus"
"499"	"Sinanodelphis izumidaensis"
"500"	"Praepusa pannonica"
"501"	"Lomacetus ginsburgi"
"502"	"Heterodelphis klinderi"
"503"	"Pachyacanthus suessii"
"504"	"Ischyrorhynchus vanbenedeni"
"505"	"Saurocetes argentinus"
"506"	"Idiorophus patagonicus"
"507"	"Dioplotherium allisoni"
"508"	"Pithanotaria starri"
"509"	"Dusisiren dewana"
"510"	"Dusignathus santacruzensis"
"511"	"Metaxytherium serresii"
"512"	"Tagicetus joneti"
"513"	"Praemegaptera pampauensis"
"514"	"Choneziphius planirostris"
"515"	"Hemisyntrachelus cortesii"
"516"	"Archerops annectens"
"517"	"Nimbadon lavarackorum"
"518"	"Pontistes rectifrons"
"519"	"Toxodon paranensis"
"520"	"Proterotherium americanum"
"521"	"Mesocetus agrami"
"522"	"Placoziphius duboisii"
"523"	"Aulophyseter mediatlanticus"
"524"	"Orycterocetus crocodilinus"
"525"	"Balaenoptera cephalus"
"526"	"Grampus griseus"
"527"	"Protororqualus cuvieri"
"528"	"Lagostomus pretrichodactyla"
"529"	"Properiptychus argentinus"
"530"	"Xotodon doellojuradoi"
"531"	"Eutomodus elautus"
"532"	"Stenotephanos plicidens"
"533"	"Toxodontherium compressum"
"534"	"Toxodontherium reverendum"
"535"	"Balaenoptera borealis"
"536"	"Miodugong brevicranius"
"537"	"Kentriodon hobetsu"
"538"	"Shanwangia unexpectata"
"539"	"Pomatodelphis stenorhynchus"
"540"	"Felis prisca"
"541"	"Cryptophoca maeotica"
"542"	"Praepusa vindobonensis"
"543"	"Lissodelphis nordmanni"
"544"	"Lissodelphis fockii"
"545"	"Saurocetes gigas"
"546"	"Heterodelphis leiodontus"
"547"	"Schizodelphis squalodontoides"
"548"	"Taikicetus inouei"
"549"	"Diorocetus shobarensis"
"550"	"Odobenocetops leptodon"
"551"	"Acrophoca longirostris"
"552"	"Piscophoca pacifica"
"553"	"Balaenoptera siberi"
"554"	"Pontolis magnus"
"555"	"Zarhachis crassangulum"
"556"	"Scaldicetus degiorgii"
"557"	"Eobalaenoptera harrisoni"
"558"	"Brygmophyseter shigensis"
"559"	"Metaxytherium arctodites"
"560"	"Beneziphius brevirostris"
"561"	"Schizodelphis barnesi"
"562"	"Pelocetus mirabilis"
"563"	"Squalodon whitmorei"
"564"	"Corystosiren varguezi"
"565"	"Xenosiren yucateca"
"566"	"Potamosiren magdalenensis"
"567"	"Prohalicore dubaleni"
"568"	"Archaeoparadoxia weltoni"
"569"	"Sophianacetus commenticius"
"570"	"Bharatisiren kachchhensis"
"571"	"Graamocetus longicollis"
"572"	"Kawas benegasorum"
"573"	"Pteronarctos goedertae"
"574"	"Pacificotaria hadromma"
"575"	"Pelagiarctos thomasi"
"576"	"Pinnarctidion bishopi"
"577"	"Desmatophoca oregonensis"
"578"	"Desmatophoca brachycephala"
"579"	"Pteronarctos piersoni"
"580"	"Gomphotaria pugnax"
"581"	"Thalassocnus antiquus"
"582"	"Monotherium delognii"
"583"	"Frisiphoca affine"
"584"	"Frisiphoca aberratum"
"585"	"Prophoca rousseaui"
"586"	"Neotherium primigenum"
"587"	"Prototaria planicephala"
"588"	"Proneotherium repenningi"
"589"	"Thalassoleon macnallyae"
"590"	"Kamtschatarctos sinelnikovae"
"591"	"Martes khelifensis"
"592"	"Mellalictis mellalensis"
"593"	"Allodesmus sinanoensis"
"594"	"Allodesmus demerei"
"595"	"Sarmatodelphis moldavicus"
"596"	"Pontophoca simionescui"
"597"	"Hydrarctos lomasiensis"
"598"	"Squalodon antverpiensis"
"599"	"Galileomys eurygnathus"
"600"	"Prostichomys bowni"
"601"	"Eosteiromys annectens"
"602"	"Branisamyopsis praesigmoides"
"603"	"Perimys intermedius"
"604"	"Eosteiromys homogenidens"
"605"	"Steiromys principalis"
"606"	"Picturotherium migueli"
"607"	"Tetramerorhinus prosistens"
"608"	"Tetramerorhinus fleaglei"
"609"	"Lambdaconus lacerum"
"610"	"Diadiaphorus caniadensis"
"611"	"Praepusa magyaricus"
"612"	"Kenyapotamus coryndonae"
"613"	"Hexaprotodon mingoz"
"614"	"Archaeoziphius microglenoideus"
"615"	"Monachopsis pontica"
"616"	"Pontophoca sarmatica"
"617"	"Histriophoca alekseevi"
"618"	"Sarmatonectes sintsovi"
"619"	"Cophocetus oregonensis"
"620"	"Pinnarctidion rayi"
"621"	"Neotherium mirum"
"622"	"Doellotatus inornatus"
"623"	"Tremacyllus impressus"
"624"	"Xenodontomys ellipticus"
"625"	"Phtoramys hidalguense"
"626"	"Paedotherium bonaerense"
"627"	"Chasicotatus peiranoi"
"628"	"Macroeuphractus morenoi"
"629"	"Plohophorus cuneiformis"
"630"	"Actenomys priscus"
"631"	"Orthomyctera lacunosa"
"632"	"Epitherium laternarium"
"633"	"Pseudotaria muramotoi"
"634"	"Teleoceras aepysoma"
"635"	"Piscocetus sacaco"
"636"	"Zygophyseter varolai"
"637"	"Metaxytherium riveroi"
"638"	"Metaxytherium aquitaniae"
"639"	"Rytiodus capgrandi"
"640"	"Metaxytherium subapenninum"
"641"	"Dusisiren takasatensis"
"642"	"Metaxytherium lovisati"
"643"	"Eoplatanista taurinensis"
"644"	"Lentiarenium christolii"
"645"	"Miosiren kocki"
"646"	"Indosiren koeningswaldi"
"647"	"Caviziphius altirostris"
"648"	"Sciurus giganteus"
"649"	"Globicephalus karsteni"
"650"	"Palerinaceus vireti"
"651"	"Schizodelphis morckhoviensis"
"652"	"Cetorhynchus atavus"
"653"	"Herpetocetus scaldiensis"
"654"	"Plesiocetopsis hupschii"
"655"	"Mesocetus longirostris"
"656"	"Hoplocetus borgerhoutensis"
"657"	"Deinotherium indicum"
"658"	"Microbunodon milaensis"
"659"	"Khoratpithecus piriyai"
"660"	"Notiomastodon platensis"
"661"	"Abothrodon pricei"
"662"	"Trigodonops lopesi"
"663"	"Neotrigodon utoquineae"
"664"	"Quercomys daamsi"
"665"	"Ounalashkastylus tomidai"
"666"	"Desmanodon crocheti"
"667"	"Protozapus intermedius"
"668"	"Rhagapodemus vandeweerdi"
"669"	"Occitanomys anomalus"
"670"	"Pelomys europeus"
"671"	"Cricetus lophidens"
"672"	"Spermophilinus giganteus"
"673"	"Anomalomys gernoti"
"674"	"Vasseuromys thenii"
"675"	"Hegetotherium cerdasensis"
"676"	"Desmanella sickenbergi"
"677"	"Microtypotherium choquecotense"
"678"	"Plesiotypotherium achirense"
"679"	"Mayigriphus orbus"
"680"	"Wakaleo vanderleueri"
"681"	"Palorchestes anulus"
"682"	"Ekaltadeta ima"
"683"	"Ekaltadeta jamiemulvaneyi"
"684"	"Wanburoo hilarus"
"685"	"Burramys brutyi"
"686"	"Plesiotypotherium majus"
"687"	"Neocricetodon ambarrensis"
"688"	"Neocricetodon skofleki"
"689"	"Neocricetodon sesae"
"690"	"Dremotherium cetinensis"
"691"	"Conohyus huenermanni"
"692"	"Percymygale minor"
"693"	"Kanisamys benjavuni"
"694"	"Democricetodon vindoboniensis"
"695"	"Archaeodesmana luteyni"
"696"	"Tylionomys woodi"
"697"	"Thalassoleon inouei"
"698"	"Priusaulax browni"
"699"	"Merychyus siouxensis"
"700"	"Pleurolicus hemingfordensis"
"701"	"Delphinus taramelli"
"702"	"Delphinodon carniolicus"
"703"	"Buhakia moghraensis"
"704"	"Cynelos anubisi"
"705"	"Noropithecus bulukensis"
"706"	"Cetotherium megalophysum"
"707"	"Squalodon atlanticus"
"708"	"Zarhachis tysonii"
"709"	"Cetotherium parvum"
"710"	"Pseudocordylodon rigassii"
"711"	"Zarhachis velox"
"712"	"Dimylechinus bernoullii"
"713"	"Mesocetus siphunculus"
"714"	"Palaeothentes smeti"
"715"	"Eocardia robusta"
"716"	"Perimys onustus"
"717"	"Perimys perpinguis"
"718"	"Chamitataxus avitus"
"719"	"Squalodon mirabilis"
"720"	"Phoberodon arctirostris"
"721"	"Zodiolestes freundi"
"722"	"Eubalaena shinshuensis"
"723"	"Kenyasus kirimunensis"
"724"	"Indosiren javanensis"
"725"	"Neoparadoxia repenningi"
"726"	"Ansomys nevadensis"
"727"	"Calomys winklerorum"
"728"	"Parietobalaena affinis"
"729"	"Aglaocetus latifrons"
"730"	"Aglaocetus longifrons"
"731"	"Parietobalaena laxata"
"732"	"Balaenula balaenopsis"
"733"	"Kordosia topali"
"734"	"Amphechinus kreuzae"
"735"	"Hystrix arayanensis"
"736"	"Bensonomys lindsayi"
"737"	"Eodelphinus kabatensis"
"738"	"Kentriodon hoepfneri"
"739"	"Hoplocetus ritzi"
"740"	"Dihoplus megarhinus"
"741"	"Microberardius africanus"
"742"	"Izikoziphius rossi"
"743"	"Izikoziphius angustus"
"744"	"Khoikhoicetus agulhasis"
"745"	"Ihlengesi saldanhae"
"746"	"Africanacetus ceratopsis"
"747"	"Mesoplodon slangkopi"
"748"	"Nenga meganasalis"
"749"	"Xhosacetus hendeysi"
"750"	"Pterocetus benguelae"
"751"	"Choneziphius macrops"
"752"	"Archaeschrichtius ruggieroi"
"753"	"Herpetocetus bramblei"
"754"	"Araeodelphis natator"
"755"	"Kentriodon schneideri"
"756"	"Heissigia bolligeri"
"757"	"Bohlinia adoumi"
"758"	"Hipparion laromae"
"759"	"Paracamelus agguirrei"
"760"	"Kiyumylodon lecuonai"
"761"	"Cricetodon bijugatus"
"762"	"Teleoceras snowi"
"763"	"Brachyodus moneyi"
"764"	"Masritherium depereti"
"765"	"Mastodon spenceri"
"766"	"Dryopithecus mogharensis"
"767"	"Squalodon grateloupii"
"768"	"Parietobalaena yamaokai"
"769"	"Hibacetus hirosei"
"770"	"Nanosiren garciae"
"771"	"Nanosiren sanchezi"
"772"	"Stenasodelphis russellae"
"773"	"Palaeobalaena bergi"
"774"	"Otaria fischeri"
"775"	"Phugatherium novum"
"776"	"Trigodon gaudryi"
"777"	"Thalassocnus littoralis"
"778"	"Thalassocnus carolomartini"
"779"	"Hesperotarsius thailandicus"
"780"	"Physeter vetus"
"781"	"Ekembo heseloni"
"782"	"Tadarida rusingae"
"783"	"Xenorhinos halli"
"784"	"Brevipalatus mcculloughi"
"785"	"Riversleigha williamsi"
"786"	"Barinya wangala"
"787"	"Ganguroo bilamina"
"788"	"Heterodelphis croatica"
"789"	"Piscolithax aenigmaticus"
"790"	"Argyrocetus patagonicus"
"791"	"Schizodelphis compressus"
"792"	"Schizodelphis planus"
"793"	"Delphinus baltringii"
"794"	"Delphinus delannoy"
"795"	"Cetorhynchus christoli"
